item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
824030,himalaya baby diapers (m) 54's,,others,himalaya baby,himalaya baby diapers m 54s,0,himalaya,himalaya,himalaya,himalaya,210815.0,himalaya baby diaper 28 m,others,himalaya,himalaya baby diapers 28 m,himalaya baby diapers 28 m ,0.7999999999999998,0.7999999999999998,0,himalaya baby diapers m 54s ,2.0,,,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,3,0.7999999999999998
827253,mankind acnestar gel 22 gm,,others,mankind acnestar,mankind acnestar gel 22,0,mankind,mankind,mankind,mankind,371537.0,mankind s acnestar face wash 50gm,others,mankind,mankind s acnestar face wash 50,mankind s acnestar face wash 50gm ,0.4082482904638631,0.4082482904638631,0,mankind acnestar gel 22gm ,0.0,gm ,gm ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,1,0.4082482904638631
833986,nivea nourishing lotion body milk - deep moisture serum 200 ml,,others,nivea nourishing,nivea nourishing lotion body milk deep moisture serum 200,0,nivea,nivea,nivea,nivea,254896.0,nivea body milk nourishing body lotion 200ml,others,nivea,nivea body milk nourishing lotion 200,nivea body milk nourishing body lotion 200ml ,0.8164965809277261,0.8164965809277261,0,nivea nourishing lotion body milk deep moisture serum 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,360,0,,,1,0.8164965809277261
840204,himalaya shatavari syrup 200 ml,,syrup,himalaya shatavari,himalaya shatavari syrup 200,1,himalaya,himalaya,himalaya,himalaya,210855.0,himalaya cystone syrup 200ml,syrup,himalaya,himalaya cystone syrup 200,himalaya cystone syrup 200ml ,0.75,0.75,0,himalaya shatavari syrup 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,8,0.75
840204,himalaya shatavari syrup 200 ml,,syrup,himalaya shatavari,himalaya shatavari syrup 200,1,himalaya,himalaya,himalaya,himalaya,210877.0,himalaya evecare syrup 200ml,syrup,himalaya,himalaya evecare syrup 200,himalaya evecare syrup 200ml ,0.75,0.75,0,himalaya shatavari syrup 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,8,0.75
840204,himalaya shatavari syrup 200 ml,,syrup,himalaya shatavari,himalaya shatavari syrup 200,1,himalaya,himalaya,himalaya,himalaya,210970.0,himalaya lukol syrup 200ml,syrup,himalaya,himalaya lukol syrup 200,himalaya lukol syrup 200ml ,0.75,0.75,0,himalaya shatavari syrup 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,8,0.75
840204,himalaya shatavari syrup 200 ml,,syrup,himalaya shatavari,himalaya shatavari syrup 200,1,himalaya,himalaya,himalaya,himalaya,364489.0,himalaya septilin syrup 200ml,syrup,himalaya,himalaya septilin syrup 200,himalaya septilin syrup 200ml ,0.75,0.75,0,himalaya shatavari syrup 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,8,0.75
840204,himalaya shatavari syrup 200 ml,,syrup,himalaya shatavari,himalaya shatavari syrup 200,1,himalaya,himalaya,himalaya,himalaya,376680.0,himalaya bresol syrup 200ml,syrup,himalaya,himalaya bresol syrup 200,himalaya bresol syrup 200ml ,0.75,0.75,0,himalaya shatavari syrup 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,8,0.75
840204,himalaya shatavari syrup 200 ml,,syrup,himalaya shatavari,himalaya shatavari syrup 200,1,himalaya,himalaya,himalaya,himalaya,376686.0,himalaya renalka syrup 200ml,syrup,himalaya,himalaya renalka syrup 200,himalaya renalka syrup 200ml ,0.75,0.75,0,himalaya shatavari syrup 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,8,0.75
840204,himalaya shatavari syrup 200 ml,,syrup,himalaya shatavari,himalaya shatavari syrup 200,1,himalaya,himalaya,himalaya,himalaya,376926.0,himalaya lukol syrup 200ml,syrup,himalaya,himalaya lukol syrup 200,himalaya lukol syrup 200ml ,0.75,0.75,0,himalaya shatavari syrup 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,8,0.75
840204,himalaya shatavari syrup 200 ml,,syrup,himalaya shatavari,himalaya shatavari syrup 200,1,himalaya,himalaya,himalaya,himalaya,376927.0,himalaya geriforte syrup 200ml,syrup,himalaya,himalaya geriforte syrup 200,himalaya geriforte syrup 200ml ,0.75,0.75,0,himalaya shatavari syrup 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,8,0.75
895174,nivea shower gel - lemon & oil 125 ml,,others,nivea shower,nivea shower gel lemon & oil 125,0,nivea,nivea,nivea,nivea,254890.0,nivea baby caring oil 200ml,others,nivea,nivea baby caring oil 200,nivea baby caring oil 200ml ,0.3651483716701107,0.3651483716701107,0,nivea shower gel lemon & oil 125ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,360,0,,,3,0.3651483716701107
895174,nivea shower gel - lemon & oil 125 ml,,others,nivea shower,nivea shower gel lemon & oil 125,0,nivea,nivea,nivea,nivea,254922.0,nivea men oil control moisturiser 20ml,others,nivea,nivea men oil control moisturiser 20,nivea men oil control moisturiser 20ml ,0.33333333333333337,0.3651483716701107,0,nivea shower gel lemon & oil 125ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,360,0,,,3,0.33333333333333337
895174,nivea shower gel - lemon & oil 125 ml,,others,nivea shower,nivea shower gel lemon & oil 125,0,nivea,nivea,nivea,nivea,254923.0,nivea men oil control moisturiser 50ml,others,nivea,nivea men oil control moisturiser 50,nivea men oil control moisturiser 50ml ,0.33333333333333337,0.3651483716701107,0,nivea shower gel lemon & oil 125ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,360,0,,,3,0.33333333333333337
895175,nivea shower gel - waterlilly & oil 125 ml,,others,nivea shower,nivea shower gel waterlilly & oil 125,0,nivea,nivea,nivea,nivea,254890.0,nivea baby caring oil 200ml,others,nivea,nivea baby caring oil 200,nivea baby caring oil 200ml ,0.3651483716701107,0.3651483716701107,0,nivea shower gel waterlilly & oil 125ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,360,0,,,3,0.3651483716701107
895175,nivea shower gel - waterlilly & oil 125 ml,,others,nivea shower,nivea shower gel waterlilly & oil 125,0,nivea,nivea,nivea,nivea,254922.0,nivea men oil control moisturiser 20ml,others,nivea,nivea men oil control moisturiser 20,nivea men oil control moisturiser 20ml ,0.33333333333333337,0.3651483716701107,0,nivea shower gel waterlilly & oil 125ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,360,0,,,3,0.33333333333333337
